probe_id,gene_symbol
1058314,CENPC
1038001,TTTY14
1018491,BEX4
1052610,PRPSAP1
1015981,SOWAHD
1026597,IQSEC2
1049403,B3GALT4
1019732,NFYC-AS1
1034193,GIMAP8
1056371,GMDS
1017075,CFAP52
1048530,CHST10
1049245,CCN5
1047265,TM9SF1
1013351,ACADM
1018282,CDK10
1052465,TWF1
1042133,MACO1
1043591,NT5C3A
1047500,MICU1
1059682,CH17-340M24.3
1027791,PATJ
1057896,CSNK2B
1013594,GVINP1
1024885,CSH1
1010632,CASK
1043072,LRP1B
1030229,GHRHR
1036403,GNG8
1036244,KLHL32
1029917,SLC25A25
1019978,ZNF707
1016295,LINC01869
1031042,SPDYE3
1052972,PLN
1038068,SH3BGRL2
1057814,CYB5A
1022413,TCF23
1048098,C2CD5
1015972,ZNF594
1041673,NDC1
1044918,NKX2-8
1068370,TMEM265
1052548,PSMB10
1038546,ITPKC
1036494,PGAP3
1041414,MYO5C
1042019,PI4K2B
1047158,POLR3C
1029452,RECQL5
1017555,CCDC154
1039173,NPR3
1035756,MTFMT
1047457,ST3GAL6
1034035,TMTC3
1041141,KCMF1
1033950,ZNF519
1066221,LCA10
1025214,VSIG8
1047763,AASS
1041014,SDHAF3
1051569,SLC2A1
1030191,SRC
1054560,LIPE
1051823,SAFB
1022311,CALCA
1058143,CLTB
1043603,CCDC174
1057692,MARS
1045381,PANX1
1021907,ZNF384
1033599,FAM24B
1034533,C1orf74
1031917,GLDN
1032031,C1orf174
1016171,NKX1-2
1037939,EIF2A
1052992,MECOM
1067582,DDX18
1016588,NCAM1
1044866,GAPDHS
1034270,SLC38A9
1024237,HELZ
1032939,ASPHD1
1036092,BATF2
1041547,UTP6
1040859,C12orf4
1012434,USP30-AS1
1052902,POLH
1035276,NUDT16
1052913,POLA1
1058498,CD2
1015191,FAM200B
1048228,ZNF646
1019525,HNRNPLL
1062661,ERCC8
1017968,DCT
1035866,DNAJC24
1059183,AOAH
1019123,LYN
1049257,NRP1
1041811,VEZT
1054536,LOR
1011067,COL6A2
1036337,ADAT3
1046341,CTRC
1022548,PPM1B
1036332,SLC46A1
1017479,TMEM219
1052794,PPP1R2
1037272,MIGA2
1030690,SUGP1
1029466,TBX3
1051174,SPRR1A
1021299,ATPAF1
1050957,TAT
1029787,GABRB3
1044049,CD209
1045418,BHMT2
1057614,DLG4
1019028,KDM5D
1041187,AKIP1
1050761,ICAM5
1039307,PRR15L
1042280,WDR60
1048906,SCAF11
1043769,SH3GLB1
1035321,FBXO36
1026915,DLGAP1
1044736,TRUB2
1062813,ANKRD18CP
1027985,PSMF1
1011596,SKP1P2
1037526,MRPL43
1042579,ZCCHC2
1021174,RUFY1
1029061,GNG10
1011392,MCF2L-AS1
1020953,GDAP1
1048483,SCAMP1
1048796,RPS6KA5
1048178,MLEC
1042265,ANO10
1054976,EIF3E
1042966,SOX18
1016116,LRRTM4
1043447,CRLF3
1067547,HACD2
1057804,CYLD
1049528,FAM193A
1057594,DNASE1
1053924,MYH10
1011740,WDR26
1016471,ACAA1
1022563,DPP10-AS1
1031192,ASB18
1023441,KRTAP5-10
1053805,NDUFC1
1067668,IPO5P1
1035982,SH2D1B
1034165,LRATD2
1033257,PATL1
1063498,MED12L
1033076,LRWD1
1017940,FES
1020577,SPATS2L
1043234,SLC25A39
1021952,ALAS2
1035655,MRPL10
1044431,PPP2R3B
1049860,AXIN2
1052530,PSMD2
1037084,MICALL1
1048857,KCNAB3
1025563,GANAB
1054938,ITGA3
1051876,RSC1A1
1042704,RNF111
1020927,PABPC1L2B
1041760,TBC1D22B
1018920,ELOVL6
1050446,UPK3A
1039757,MARC1
1028210,NUDT9
1025927,MYL9
1040811,CHMP1B
1015550,NDUFA6-DT
1045784,PUM2
1040520,RANBP10
1061071,LOC440434
1050937,TBXA2R
1031694,KRTAP12-1
1047349,SEC23A
1017804,LCE6A
1044857,OR8B8
1053268,PDE1B
1053514,NUP88
1024649,SEMA6B
1019220,BIVM
1040771,ZMIZ1
1044940,LRRC29
1055112,IGLL1
1021097,SLC16A3
1018190,CAMSAP3
1048832,MTA2
1011621,APOL1
1043054,RIPPLY3
1035113,MPLKIP
1038510,ULBP1
1029467,COPS8
1066203,ZNF597
1013118,SVIP
1070013,LOC375196
1058546,SERPINH1
1027382,OR14I1
1010505,KLLN
1054507,LRP5
1035402,ZNF280A
1030624,RHCE
1043550,COA4
1031263,HEATR4
1039400,METTL16
1021051,FGR
1027771,CYP2D6
1067618,KIAA2013
1031177,CRIP3
1053193,PEX1
1054408,C15orf65
1041800,CDKN2AIP
1017038,NDFIP2
1043240,UBE2D4
1057117,F10
1058419,LRBA
1018743,DOCK9
1036278,SLC2A13
1032083,CCDC84
1052881,POLR2J
1031896,ZSCAN22
1030450,MIEF2
1028192,MATN4
1050494,UBE2L3
1032934,BRWD3
1057304,EIF4EBP2
1024630,ARFIP1
1052606,PRRG2
1027312,VEGFA
1035172,NUDCD2
1040110,GALNT11
1054393,MAN2A2
1051073,STAT5B
1017528,LYPD8
1061202,LOC100507642
1017089,HES4
1042297,DMAC2
1031132,FAM45BP
1022207,SCN2A
1027045,DCAF7
1050301,YY1
1059383,PLIN2
1031465,LINC01145
1038983,DHRS12
1018645,FAM86C2P
1036313,AZIN2
1066374,BMS1P2
1040799,RALGAPB
1010308,KBTBD13
1016387,KDM8
1059022,ASTN1
1039589,NOL6
1032588,CLEC9A
1053735,NFIL3
1020644,ATP8A1
1021539,RRBP1
1036009,SLC18B1
1041968,SYNJ2BP
1066927,TSNARE1
1049200,MCM3AP
1047821,KIF20A
1025680,LRRC26
1048285,FAM53B
1042908,MIOS
1018069,ATXN7L3
1048186,KMT2B
1025802,C16orf86
1020275,ZNF717
1029829,ATP5MC2
1050708,TNFAIP2
1027316,TSPO
1017311,PDLIM3
1033593,UBR1
1042087,ASXL2
1038336,RCC1L
1035523,TPRG1L
1023549,CHST5
1026193,PCDHGC4
1015808,PRR12
1029949,NAA30
1028859,RBM38
1066124,KCNA3
1038995,LMAN1L
1020267,CENPBD1P1
1032912,PROSER2
1020139,HRH4
1016502,LINC00526
1039695,NMNAT1
1026739,P2RY6
1045638,HAAO
1026440,IRAK1
1045176,SIN3A
1037923,FAM234A
1048263,EDEM1
1057648,TIMM8A
1038928,PTCD2
1053983,MTR
1026369,DDI2
1015477,CARMN
1033788,C6orf118
1047921,HDAC6
1033803,DCP2
1067455,LOC101927502
1017681,PIN4P1
1068366,KIF5A
1020640,CACTIN
1049143,BAIAP3
1026219,HHLA3
1017441,DMTF1
1026320,SIAH1
1045554,PIGN
1034588,TMC4
1016526,PAIP2B
1058087,COL4A2
1047459,PIAS3
1053837,NDUFA6
1017284,PSMG3-AS1
1050741,TLR3
1034547,ZNF681
1033702,HTR3C
1055533,HOXB7
1063471,LOC102723566
1041297,MOSPD1
1032445,KLK9
1053332,PCBP1
1054940,ITGA2B
1039284,IRX1
1039769,MFSD1
1057361,EFNB1
1048314,TTC37
1048940,RRP9
1053010,PKP1
1016788,C6orf203
1045231,ANAPC15
1049276,DPM1
1012008,FGF7P3
1053250,ENPP1
1034585,ZNF784
1050267,ZNF10
1031509,KRTAP12-4
1045131,REXO2
1026877,TBP
1034524,PHF13
1040376,C6orf47
1035163,ADAT2
1016936,NPC1L1
1054391,MAN2C1
1021509,NSL1
1033368,SLC25A43
1012614,STRA6
1013635,SCOC-AS1
1065374,ITGB4
1067052,ENPP7P13
1055813,HIST1H1C
1020142,STMP1
1042429,C2orf42
1045294,NIPBL
1020816,ORAI2
1041660,POLR3E
1053722,TONSL
1048031,FAM20B
1040528,WDR48
1055214,ID4
1035416,C20orf144
1031165,C9orf139
1030516,TPM2
1057024,FDXR
1052528,PSMD3
1025441,EIF2AK4
1031684,POLN
1059354,ADRA1D
1020632,ATXN7
1034543,ATP8B3
1025811,TBC1D9
1057418,E2F3
1066887,LINC01094
1050923,TCF4
1033106,TWISTNB
1027711,NCOA1
1030539,CDC25B
1045070,ANKRD17
1011060,APLP2
1025283,MRI1
1054146,MLH1
1049383,CTSF
1029596,TRDMT1
1047578,DNAJA2
1058932,ATP7A
1067152,ZNF213-AS1
1046148,SNW1
1068545,YWHAEP1
1052755,PPP3R1
1037434,KDM2B
1043012,SLC37A1
1022589,GAS2L1P2
1033347,C2orf69
1042176,PBRM1
1047786,YAF2
1010571,KANSL3
1029164,ATP11B
1041238,CABP5
1025623,GGA1
1048516,SLC4A7
1017589,MYH14
1057963,CRHBP
1044811,SRPK3
1028739,DBX1
1050439,UQCRC2
1019069,OR7E5P
1018661,MED24
1054092,MMP19
1011609,PMFBP1
1044654,ZBTB11
1070080,HLA-C
1036367,KRT71
1034581,ZNF563
1055123,IGFBP7
1046868,PROKR1
1017695,CLUHP3
1069984,CEP104
1043876,WASHC3
1017242,C14orf93
1054188,MFNG
1016316,ZNF142
1032078,ANKRD42
1017798,SBK2
1034279,PPM1K
1034644,TMEM199
1062611,DEPDC4
1040123,NSUN3
1057216,CLN8
1057465,SLC26A2
1035748,TMEM266
1019068,ARHGEF2
1038166,CCDC70
1045284,ASF1A
1049888,TMEM187
1061703,LOC101926935
1010362,PRAMEF20
1055028,IL15RA
1017040,ADAMTSL2
1029890,ZIK1
1036692,YTHDC1
1043666,RSL24D1
1031062,ALG11
1046411,CCDC86
1011219,SMIM30
1038981,ZNF668
1052227,DPF2
1032682,BEST4
1043017,A4GALT
1058111,CNN1
1020363,ZNF577
1018347,SLC9A3R2
1051892,RPS28
1068412,RABGAP1L
1047828,CTDSP2
1019182,CASP16P
1036724,ZNF830
1020782,AGFG1
1042929,KCTD5
1034204,AMOT
1036088,DIRC1
1030630,VRK3
1034570,ZNF582
1026988,POLR3H
1043177,SUFU
1067573,LINC01521
1039042,TBL1XR1
1044019,G0S2
1020496,ARHGAP32
1044549,MMADHC
1054919,ITGB7
1023506,ERP44
1028251,FAM21EP
1035510,TCEANC2
1037988,CDCA7
1022106,ZNF550
1043253,PIGT
1043831,TXNDC12
1046264,DOLK
1033450,STT3B
1049249,SOCS2
1030028,VSIR
1017063,LINC00339
1028040,RPL34
1028361,SSBP4
1023930,SLC23A2
1053517,NUMA1
1010858,SNX30
1051607,ST3GAL4
1044317,TIMM21
1059391,ADCY7
1053486,OCRL
1038979,C1orf115
1026614,EPM2A
1041073,CMC2
1015915,GCSH
1020727,RPL23AP53
1014668,FRMD1
1052078,RPL13
1066653,ZNF793-AS1
1029321,DUSP10
1039508,KCTD14
1030069,ZBTB39
1036359,VPS26B
1050183,ZBTB17
1019387,CHRAC1
1036663,NDUFAF2
1051748,CCL19
1032808,EML3
1016706,PIH1D2
1020512,ETS1
1053625,NPHS1
1026203,KDELR3
1029188,GRPR
1020555,LRRC15
1019439,SLC25A51P1
1029732,MYLK4
1025155,CEP192
1022529,BOLA3
1019516,CADM3
1048104,ZEB2
1052306,RAP1GAP
1030323,STK24
1020515,BRD3OS
1052981,PLEK
1042701,NSMCE4A
1016956,DBET
1049179,PRPF4B
1046239,CNKSR2
1025649,INF2
1021283,NCBP2
1035069,DIPK1B
1047900,PIGK
1014451,USP8
1043441,ZNF589
1041444,MESP1
1051643,SGSH
1041460,ZKSCAN7
1034288,JAKMIP1
1059442,ACTA2
1050696,TNNI1
1030482,CDC42P3
1024544,SLTM
1023749,ARID1B
1064665,GPR27
1044205,TRA2A
1050754,TLL2
1059436,ACTC1
1029083,AGO3
1028962,OR10G2
1028822,NEXMIF
1045113,L3MBTL1
1023740,RAPH1
1039437,CENPM
1041004,CABP4
1058221,CHRM1
1044841,TIMM10B
1035776,KLHDC1
1051102,SSTR3
1020656,FAM225B
1053435,CLDN11
1019332,AFDN-DT
1055588,SLC29A2
1039395,FASTKD3
1045994,SMC5
1062593,RPL10
1050258,ZNF19
1034429,C22orf15
1069408,RPL23AP32
1024302,CSNK2A1
1048270,BZW1
1055876,MSH6
1049803,HIST1H3C
1063819,LOC100507516
1032705,TAS2R19
1021223,PTEN
1011072,LOC100240735
1042745,RAB39A
1057096,FABP5
1033943,ZNF600
1016988,AGAP2-AS1
1038670,ZFP2
1049979,AAAS
1015121,KPNA1
1032568,SLC46A3
1015541,LINC02691
1033981,PGBD4
1044980,RSL1D1
1022317,GS1-124K5.11
1025159,LPAR1
1056220,FFAR1
1053676,NNMT
1024110,HNRNPA2B1
1025469,AGRN
1042881,TMX3
1056353,GNAI3
1018675,TBCCD1
1027193,ADK
1054989,INPP5D
1046706,SLC27A4
1050896,TCTA
1016118,CCR5
1045168,SYF2
1061457,RALA
1018288,TCAF1
1039711,EXO5
1041699,PACS1
1052440,PTPRCAP
1039583,MARCKSL1
1017396,ZNRF2P1
1026416,KIAA1586
1047123,IGF2BP3
1059228,AMFR
1050443,UQCRB
1049196,EIF2B2
1025912,NUP58
1013045,DCAF8L2
1038702,SLC8B1
1050120,SLC30A3
1038745,TRMT2B
1025934,ZNF700
1055896,GSS
1060819,LOC100506282
1044960,PTPN22
1053904,MYO1E
1055872,GTF2B
1024751,ATG2A
1028939,DCAF5
1048759,S1PR2
1034377,KANSL1L
1048926,HGS
1041789,ZNF280C
1032040,ADAMTSL5
1029662,MTX3
1058557,CBFA2T3
1068517,MGC34796
1053174,PFDN1
1011754,LINC00999
1016238,CYHR1
1043222,SF3B6
1037334,SFT2D3
1052893,POLR2D
1043626,ABI3
1043432,AIG1
1017300,MED7
1014887,PGP
1057181,ESD
1025019,JAG2
1034676,PRSS36
1047648,RIDA
1035867,JAML
1041474,HDAC8
1045952,CEP68
1029234,CHST2
1034679,ZNF785
1040235,FAM3A
1025174,LLGL2
1045143,TIPARP
1019345,PFN1P2
1068320,BICRA
1012261,FAM160A1
1039367,METTL22
1048160,RNF144A
1044646,DKK4
1050399,VDAC2
1015788,PRELID3A
1039987,RRAGC
1057089,ZNF276
1042305,WDYHV1
1036926,BTBD6
1012153,RAB6D
1014894,RIC3
1039986,FN3K
1026930,CSNK1A1
1055620,HMGN1
1059216,AMY2A
1048240,KIAA0355
1024776,LIN52
1043882,ISOC1
1022493,CD151
1021941,RXFP1
1057714,DBT
1010894,FAM210A
1034256,TMEM161B
1039765,SMURF2
1042248,CDCA8
1042651,GATAD2A
1036766,SLC25A46
1015679,SSR4P1
1024468,ACLY
1010681,OST4
1067852,ENO1-AS1
1048992,SART1
1039551,SPATS2
1010818,AFAP1
1047666,COQ7
1067465,KCNJ5
1021035,LRRC1
1033971,MFSD6L
1023301,AIF1L
1028945,PIR
1036233,GALNT13
1051901,RPS25
1055087,IL2RB
1040575,SEMA6A
1034373,ZNF385B
1022239,RPL14
1010658,UNK
1036422,HSPB9
1047232,RABAC1
1048641,CIAO1
1050527,TYK2
1043670,GPN3
1055128,IGFBP5
1033196,JMJD1C
1035082,LETM2
1031990,SLC6A19
1033753,SNX31
1049760,OR1D5
1057414,E4F1
1047181,MXD4
1041456,LENEP
1033853,OXER1
1023307,TNFRSF8
1043048,FXYD4
1038469,TTYH3
1023970,RABL2A
1012971,CNGB1
1044835,TIMM9
1017486,FNDC3A
1024007,ARMCX3
1023697,CHRM3
1051695,SELPLG
1027639,PAPSS2
1011515,ZCCHC4
1036867,ERI1
1054514,LRP2
1019355,SGCA
1026568,ENPP4
1045456,POLA2
1048837,AURKB
1035587,TNFAIP8L1
1049297,DYRK4
1056507,GAS1
1053919,MYH11
1014379,FUT3
1037365,ZNF607
1032714,TAS2R43
1049338,CDS2
1037579,MAP3K21
1029645,EMC6
1049213,SGPL1
1020332,TPM1
1016250,ABRACL
1044305,RANGRF
1042446,PIGX
1058038,COX6A1
1044801,GREM1
1017301,GAPDH
1049903,ZRSR2
1056450,GDI1
1045178,TPGS2
1031647,TEX9
1030241,FGF8
1017503,TSSC2
1056516,GAMT
1042427,CLN6
1047423,TUBGCP3
1052168,RLF
1056972,FKBP1A
1046499,PKP3
1010445,PLEKHA4
1053620,NPPC
1034693,TEKT5
1038085,TLN2
1041772,POMGNT1
1039345,RETREG2
1033960,TRPV3
1034483,CNIH3
1050130,ZNF230
1016783,GFOD2
1053871,NARS
1017626,ADARB2-AS1
1022514,SLC38A10
1020372,SRSF1
1043564,DNAJC27
1021617,FAM163B
1012463,C21orf62-AS1
1051869,RXRA
1042904,ARMCX6
1044750,ZNF285
1032601,SPRYD4
1033333,SAMD9L
1021444,LINS1
1036226,RHPN1
1028129,STEAP3
1021725,C9orf131
1063053,CLOCK
1048751,SNORD22
1017236,CERNA1
1010847,UBR7
1046548,IL1RAPL1
1021475,KRTAP2-3
1020432,GNG4
1050202,ZNF132
1042697,BORCS6
1051551,SLC5A2
1045785,PPP1R13B
1035740,FOPNL
1052132,RP2
1016548,CCDC121
1030802,SLC25A53
1043150,RAB23
1059430,ACTG2
1020045,RAB35
1058489,CD4
1028367,APEX1
1045171,KBTBD2
1016904,TLE2
1024361,YY1AP1
1017480,TMUB2
1026805,KCNIP2
1058036,COX6A2
1012099,DNAJC7
1036999,HPS4
1047453,CPQ
1029003,PANK1
1026333,OR7E156P
1034069,FAM122C
1058664,CFAP410
1054962,IRF3
1029631,ZNF16
1055838,GUSB
1028584,RNF19A
1030170,PPP1R3F
1021604,ADRB1
1015860,PRDX4
1025588,ECI2
1025769,IFI27L1
1025864,TMEM30B
1022478,CYFIP2
1012271,SEC14L2
1051028,SUPV3L1
1035101,FAM92A
1050063,RAB7A
1048359,NCOR1
1064723,CCEPR
1013823,TFDP1
1063187,KLHL36
1057033,FCGRT
1037516,MAK16
1029192,RBBP6
1053484,ODC1
1017887,PCMTD2
1024925,VPS13B
1038917,MOB3B
1063561,UNC93B1
1035464,IQGAP3
1053360,PAM
1010720,ARL17A
1066444,BAG4
1040952,RSRP1
1016761,ASCL5
1036342,CDCA5
1054654,KRT85
1047564,CCNO
1027564,NIBAN1
1044318,UBE2T
1038382,CLPTM1L
1030336,STOM
1040717,JPH3
1045665,TRAM1
1052293,RARRES2
1028554,HMGB1
1038940,ARMC5
1052986,PLCG2
1028403,CCT6P3
1023211,LST1
1041963,FBXL8
1050787,TIA1
1046367,POU6F2
1016699,EMC3-AS1
1025558,CASP9
1053764,NEK1
1040531,PDZD4
1018349,ACSS2
1038582,NAA50
1067401,TCFL5
1031619,ZNF773
1035196,ATPSCKMT
1050156,ZNF185
1034048,LDHAL6A
1040536,MRTFA
1049750,PIP4K2B
1031256,EEF1AKMT2
1057006,FGF3
1037773,WDR24
1033997,EML5
1052388,QARS
1031786,SKA2
1032512,KRT18P55
1024990,NBN
1022126,GEMIN8P4
1049138,KYNU
1044897,FBXO3
1029173,ADAM19
1016711,ACD
1035249,FAM241A
1019496,C2CD4C
1022958,PNOC
1046020,SPART
1037223,TMEM209
1050588,TSG101
1031418,RNF207
1057359,EFNB2
1032093,TAS2R60
1051927,RPS14P3
1041924,SLC22A15
1062118,THAP3
1038519,SP6
1036340,SAAL1
1028360,FBXO22
1014649,MSL1
1030442,LAT2
1020798,LINC00205
1013530,TNIP3
1011104,PEX19
1043647,ZDHHC2
1045810,HYI
1050780,TIMP1
1016535,OXSM
1047178,P3H4
1025509,BMP2K
1018699,FLJ32255
1038410,SETD7
1025984,LRR1
1041863,ELAC1
1046288,MTF2
1021879,INTS6
1035591,TMIGD2
1056878,FRZB
1017916,LOC90246
1056545,GAD2
1030395,MARCH2
1017970,C17orf100
1039846,SUDS3
1045432,GSPT2
1034938,CCM2L
1063815,FAM111A-DT
1025839,ZFYVE1
1022253,RHOT1
1023255,CC2D1B
1025936,ZNF628
1043700,MRTO4
1033375,FAM219A
1015193,JMJD6
1047553,LAMC3
1023084,HAGHL
1066929,GTF3C3
1020240,CDC14B
1046587,KATNA1
1011640,IL10RA
1027709,PHYKPL
1053351,PAX4
1055643,HLA-E
1048092,CEP350
1039641,SLC30A5
1054642,LALBA
1037238,UTP4
1037400,GTPBP3
1044177,EPN1
1024134,TBC1D4
1067912,CDK11A
1024325,DFFA
1033979,FSIP1
1013711,SLC12A4
1016294,PPT1
1017092,HECTD4
1056415,GJA4
1039314,TMEM243
1045153,TMEM87A
1054551,LMNA
1014601,ZNF720
1028668,PKP4
1044649,PDE7B
1054230,ME1
1041166,ZC3HAV1
1020376,SBF1P1
1045542,DDAH2
1054401,MAGOH
1026547,SCFD1
1035105,ZNF572
1062492,LOC541472
1033174,SPATA13
1043112,TM7SF3
1034910,ROMO1
1050813,TGM1
1029563,SUCO
1027674,ZNF688
1012841,JKAMP
1020381,VPS37A
1053000,PLAT
1039763,CCDC136
1034972,NEK7
1018473,TEX264
1041871,BATF3
1038111,GUCD1
1038354,SGPP1
1055157,IGBP1
1020407,LINC00667
1043843,PRLH
1021002,DLGAP4
1019777,TPST1
1025289,RSRC2
1039292,FSD1
1037285,SPPL2A
1047090,RRAGA
1035398,ANKRD54
1040157,ZNF415
1021400,RO60
1055504,HOXD8
1058549,CBLB
1044225,TRPM5
1045641,HEY2
1051604,PMEL
1040549,UNC79
1043206,CDK5RAP1
1023284,SIVA1
1041646,BTBD7
1025667,VPS13D
1023898,SETD1A
1025184,CLCN3
1052131,RPGR
1040775,ZNFX1
1043473,HOOK1
1038323,ACTL8
1033138,KIF6
1037696,NTPCR
1041792,ANKRD10
1028065,FBXO48
1044792,ELP4
1063417,RNF165
1016773,LOC728554
1048081,TOMM70
1040826,PLXDC1
1013893,SBNO2
1042134,EXD2
1059418,ACVR2B
1011959,TATDN1
1043750,TRAPPC12
1050788,THY1
1037058,ZIC5
1055765,HBB
1027468,STRADA
1014275,TASOR2
1044403,MRPS28
1041122,NDUFA4L2
1014253,TDRD10
1044391,C11orf54
1013980,COPA
1035765,DEGS2
1044619,CIDEB
1057027,FDX1
1055164,IFNGR1
1022802,PRPS2
1057869,CSTB
1045973,GGA3
1021735,RARG
1055768,HBA1
1028874,ABCA11P
1036570,TIMM50
1018995,UBAC2
1045776,SMG5
1023893,HNRNPD
1032401,SH2D6
1049846,FZD6
1049125,USP13
1038213,SFXN3
1043858,DESI2
1050783,TIAM1
1044098,PILRA
1024421,SATL1
1042047,CWF19L1
1061036,ATF2
1020020,SINHCAF
1014714,TYW1B
1015636,USP35
1053501,OAT
1016865,STYX
1030966,EFNA4
1043808,CUTC
1068928,USP12
1010649,CROCCP2
1066796,TTLL7
1059839,LOC101927811
1019096,LDB2
1024463,ZNF534
1053178,PFAS
1042471,SDHAF2
1040644,ZNF490
1043408,POLK
1034132,MAMDC4
1014151,SLC44A5
1023635,BTN3A1
1010494,FAM111A
1017190,TP53BP1
1053044,PI4KB
1017667,WDCP
1037034,SELENOI
1021614,VTI1A
1026441,C14orf28
1016818,ZNF433
1057325,EIF2S3
1038146,PLVAP
1029399,ALG8
1046662,TENT4A
1036583,BICDL1
1019507,MAP7D3
1050817,TGFBR3
1048749,SOCS6
1035407,C22orf39
1020497,C11orf58
1033424,TAPT1
1017263,LINC02610
1043856,GLOD4
1028078,OGFOD3
1012945,FAHD1
1039829,CPEB1
1062539,LMF1
1018309,EHBP1L1
1016042,LOC100270746
1032557,SLC25A47
1045206,NOL11
1017266,ZCCHC9
1020219,PPHLN1
1022280,CCZ1P-OR7E38P
1017485,LOC401127
1031197,NCKAP5
1023224,CLEC4A
1045086,SIPA1L1
1058324,CEBPE
1028902,VKORC1
1031461,CCDC9B
1027439,TRIM72
1048381,PDIA4
1020951,CT75
1055756,HBZ
1051871,RTN2
1036177,NT5C3B
1058878,BBS4
1015805,TRIQK
1049909,GTPBP6
1058089,COL4A1
1059110,ARAF
1014988,NEDD4L
1022448,ZNF829
1024684,OR2L2
1036356,NACC1
1053883,NAGLU
1030258,CD44
1038755,ATAT1
1029558,ERCC6L2
1018429,LINC00652
1043580,PBDC1
1022208,TTLL13P
1014200,NKAPP1
1045244,TRIM58
1046434,RNF139
1016208,ISOC2
1016508,TUFT1
1014698,HSDL1
1038838,RIN3
1023803,SUMO1
1055154,IGF1
1053818,NDUFB5
1032131,KRTAP6-3
1012449,LY6H
1027607,HERC3
1053859,NCF4
1052309,RANGAP1
1037328,RAX2
1025151,GGT7
1019058,GASK1A
1046041,KDM4C
1040870,PITHD1
1029746,ZNF483
1044047,DNTTIP2
1030392,PSMC3IP
1017768,TMEM181
1020347,CLCC1
1045017,FGFR1OP2
1054441,MAD2L1
1012757,TBC1D30
1048478,TMEM59
1054440,SMAD1
1044794,VCX
1020521,CROCCP3
1016214,PRKRA
1019592,ZNF275
1031054,GPR179
1050220,ZNF75D
1043641,ACP6
1017799,ARIH2OS
1026381,HPS5
1016863,SMARCA4
1054435,SMAD2
1042772,RSBN1
1018161,METTL23
1032398,RNF149
1018505,PSMA3-AS1
1029721,SBK1
1041668,ZNF334
1011556,TBC1D5
1056389,GLI4
1021909,HIGD2B
1021213,ZNF205
1030023,RAC1
1034151,CLVS1
1052641,PRKX
1022052,CD37
1058215,LYST
1023760,NFYA
1036880,MED30
1033470,SLC16A13
1055609,HMGCL
1047046,TBR1
1014597,ANKIB1
1021712,SLC12A6
1020093,RASGRF1
1012959,CEACAM19
1043367,HSD17B7
1017465,NELL1
1039420,ZFYVE21
1047771,ABI2
1042570,RETSAT
1030640,TRIM39
1026787,HOXA3
1018098,AFG3L1P
1039485,MTMR9
1045382,NAA80
1023369,PRUNE2
1055239,HUS1
1034509,ANKRD35
1042915,FBXW5
1020362,PRH2
1044848,CNNM1
1027430,HDHD5
1014915,PPP1R12A
1053655,NOTCH1
1015129,PEX2
1055444,HSF1
1023247,NAE1
1010375,TMA7
1050916,GCFC2
1015889,TMEM88B
1031224,MED11
1050210,ZNF221
1037235,LRP11
1038252,DOCK8
1067478,ERN1
1046036,ZC3H13
1023093,ELMO2
1025907,KHDC4
1018368,GYG2
1019451,PIK3R5
1018109,LOC105372990
1030775,ORC3
1023508,MVB12B
1048267,EMC2
1041742,SLC48A1
1039774,METTL17
1042641,GIN1
1051200,SP100
1036643,ZC3HAV1L
1034721,C2CD4A
1034817,CWF19L2
1011604,CAB39L
1057606,DLX4
1036738,CCDC74B
1043458,POMP
1023045,ZBTB7C
1020163,ZMYND11
1034447,COMMD7
1047952,PPP4R1
1010474,CNPY1
1048206,CCP110
1032712,TAS2R31
1048300,DZIP3
1051199,UAP1
1041154,GRIPAP1
1044166,ALG6
1014546,LINC00909
1070065,SLC25A5-AS1
1043741,UTP11
1049494,RNASET2
1011939,GALP
1049780,HIST1H4H
1047132,EXOC5
1028860,SCARF1
1062764,ENTPD1-AS1
1020566,INPP4A
1012879,LOC100190986
1040175,NAA35
1039426,C7orf26
1015893,FOLR2
1049341,ADAM7
1037548,JAGN1
1019666,WASHC1
1023563,CCDC58
1020418,LINC01140
1015974,EPHX3
1027396,AP2B1
1022927,LYSMD3
1018291,SMARCD2
1013321,ZNF283
1041086,FEM1C
1053912,MYL3
1037949,STARD3NL
1018516,MGC16275
1032621,TTC9C
1043711,DYNC1LI1
1043546,ERGIC2
1036038,RAB39B
1057566,DXO
1048529,PIGL
1025179,DHDDS
1039456,MIS12
1060542,LINC01976
1057058,FAU
1037575,SLX4
1012988,VSTM2B
1050678,TOP1
1049649,PPM1D
1031421,ZNF324B
1043610,EMC4
1026404,DNM1L
1023431,ODF2L
1033080,RSBN1L
1021916,SNCAIP
1025658,LAMTOR4
1010471,TMEM64
1037015,ANKRD13A
1024459,UBA3
1055595,FOXA3
1041393,SLC25A40
1019158,ZNF732
1043379,SFMBT1
1047764,TRIM28
1021091,LINC02693
1013406,ZNF66
1028364,LGALS14
1034106,TSTD2
1030330,FAIM
1017336,ANKRD24
1043708,HSD17B12
1016344,NRDC
1010501,CELF4
1038526,EPC1
1063083,PPIA
1025356,EXOSC10
1024040,ZNF3
1070216,RHBDD1
1025889,SNX5
1043507,SPG21
1022555,SRD5A1
1043803,THAP4
1021230,STK26
1035309,CPNE4
1039842,ZDHHC6
1037790,METTL25
1015794,CCNI2
1011393,SLC26A4-AS1
